,sensor [K-33 ICB],,
08/13/19 10:11:57.800,"1830",,
08/13/19 10:12:27.800,"3590",,
08/13/19 10:12:57.800,"5990",,
08/13/19 10:13:27.800,"7350",,
08/13/19 10:13:57.805,"8770",,
08/13/19 10:14:27.800,"11790",,
08/13/19 10:14:57.800,"13680",,
08/13/19 10:15:27.800,"15680",,
08/13/19 10:15:57.800,"17410",,
08/13/19 10:16:27.800,"18630",,
08/13/19 10:16:57.804,"19960",,
08/13/19 10:17:27.801,"20820",,
08/13/19 10:17:57.800,"20890",,
08/13/19 10:18:27.800,"20970",,
08/13/19 10:18:57.800,"20990",,
08/13/19 10:19:27.800,"20990",,
08/13/19 10:19:57.806,"21000",,
08/13/19 10:20:27.801,"20990",,
08/13/19 10:20:57.800,"20990",,
08/13/19 10:21:27.800,"21010",,
08/13/19 10:21:57.800,"20980",,
08/13/19 10:22:27.800,"21000",,
08/13/19 10:22:57.802,"21010",,
08/13/19 10:23:27.801,"21010",,
08/13/19 10:23:57.800,"21040",,
08/13/19 10:24:27.800,"21020",,
08/13/19 10:24:57.800,"21020",,
08/13/19 10:25:27.800,"21070",,
08/13/19 10:25:57.806,"21000",,
08/13/19 10:26:27.801,"21030",,
08/13/19 10:26:57.800,"21010",,
08/13/19 10:27:27.800,"20990",,
08/13/19 10:27:57.800,"20980",,
08/13/19 10:28:27.800,"21000",,
08/13/19 10:28:57.800,"20980",,
08/13/19 10:29:27.802,"21100",,
08/13/19 10:29:57.800,"21100",,
08/13/19 10:30:27.800,"21160",,
08/13/19 10:30:57.800,"21150",,
08/13/19 10:31:27.800,"21140",,
08/13/19 10:31:57.804,"21100",,
08/13/19 10:32:27.800,"21070",,
08/13/19 10:32:57.800,"21050",,
08/13/19 10:32:57.800,"21050",,
08/13/19 10:33:27.803,"21050",,
08/13/19 10:33:57.800,"21070",,
08/13/19 10:34:27.800,"21050",,
08/13/19 10:34:57.805,"21040",,
08/13/19 10:35:27.803,"21050",,
08/13/19 10:35:57.801,"21050",,
08/13/19 10:36:27.800,"21010",,
08/13/19 10:36:57.800,"21030",,
08/13/19 10:37:27.800,"21060",,
08/13/19 10:37:57.801,"21040",,
08/13/19 10:38:27.800,"21080",,
08/13/19 10:38:57.800,"21170",,
08/13/19 10:39:27.800,"21170",,
08/13/19 10:39:57.800,"21170",,
08/13/19 10:40:27.800,"21190",,
08/13/19 10:40:57.807,"21110",,
08/13/19 10:41:27.802,"21120",,
08/13/19 10:41:57.800,"21100",,
08/13/19 10:42:27.800,"21140",,
08/13/19 10:42:57.800,"21180",,
08/13/19 10:43:27.800,"21170",,
08/13/19 10:43:57.800,"21190",,
08/13/19 10:44:27.802,"21170",,
08/13/19 10:44:57.800,"21180",,
08/13/19 10:45:27.800,"21160",,
08/13/19 10:45:57.800,"21130",,
08/13/19 10:46:27.800,"21160",,
08/13/19 10:46:57.801,"21130",,
08/13/19 10:47:27.802,"21120",,
08/13/19 10:47:57.800,"21160",,
08/13/19 10:48:27.800,"21170",,
08/13/19 10:48:57.800,"21210",,
08/13/19 10:49:27.800,"21190",,
08/13/19 10:49:57.800,"21220",,
08/13/19 10:50:27.800,"21200",,
08/13/19 10:50:57.800,"21230",,
08/13/19 10:51:27.800,"21190",,
08/13/19 10:51:57.800,"21220",,
08/13/19 10:52:27.800,"21160",,
08/13/19 10:52:57.800,"21170",,
08/13/19 10:53:27.800,"21160",,
08/13/19 10:53:57.800,"21180",,
08/13/19 10:54:27.800,"21160",,
08/13/19 10:54:57.800,"21110",,
08/13/19 10:55:27.800,"21150",,
08/13/19 10:55:57.803,"21170",,
08/13/19 10:56:27.803,"21170",,
08/13/19 10:56:57.800,"21190",,
08/13/19 10:57:27.801,"21180",,
08/13/19 10:57:57.800,"21230",,
08/13/19 10:58:27.800,"21230",,
08/13/19 10:58:27.800,"21230",,
08/13/19 10:58:57.800,"21260",,
08/13/19 10:59:27.800,"21280",,
08/13/19 10:59:57.800,"21280",,
08/13/19 11:00:27.800,"21290",,
08/13/19 11:00:57.800,"21300",,
08/13/19 11:01:27.800,"21310",,
08/13/19 11:01:57.807,"21300",,
08/13/19 11:02:27.804,"21330",,
08/13/19 11:02:57.800,"21340",,
08/13/19 11:03:27.800,"21290",,
08/13/19 11:03:57.800,"21270",,
08/13/19 11:04:27.800,"21310",,
08/13/19 11:04:57.800,"21280",,
08/13/19 11:05:27.800,"21280",,
08/13/19 11:05:57.800,"21250",,
08/13/19 11:06:27.800,"21260",,
08/13/19 11:06:57.800,"21280",,
08/13/19 11:07:27.800,"21330",,
08/13/19 11:07:57.800,"21310",,
08/13/19 11:08:27.802,"21340",,
08/13/19 11:08:57.800,"21340",,
08/13/19 11:09:27.800,"21270",,
08/13/19 11:09:57.800,"21250",,
08/13/19 11:10:27.800,"21280",,
08/13/19 11:10:57.800,"21310",,
08/13/19 11:11:27.800,"21310",,
08/13/19 11:11:57.800,"21320",,
08/13/19 11:12:27.800,"21310",,
08/13/19 11:12:57.800,"21320",,
08/13/19 11:13:27.800,"21310",,
08/13/19 11:13:57.800,"21310",,
08/13/19 11:14:27.800,"21310",,
08/13/19 11:14:57.800,"21310",,
08/13/19 11:15:27.800,"21310",,
08/13/19 11:15:57.800,"21290",,
08/13/19 11:16:27.800,"21340",,
08/13/19 11:16:57.802,"21290",,
08/13/19 11:17:27.802,"21260",,
08/13/19 11:17:57.800,"21270",,
08/13/19 11:18:27.801,"21300",,
08/13/19 11:18:57.800,"21310",,
08/13/19 11:19:27.800,"21290",,
08/13/19 11:19:57.802,"21320",,
08/13/19 11:20:27.801,"21310",,
08/13/19 11:20:57.800,"21300",,
08/13/19 11:21:27.800,"21290",,
08/13/19 11:21:57.800,"21350",,
08/13/19 11:22:27.800,"21350",,
08/13/19 11:22:57.805,"21330",,
08/13/19 11:23:27.805,"21330",,
08/13/19 11:23:57.800,"21360",,
08/13/19 11:23:57.800,"21360",,
08/13/19 11:24:27.801,"21330",,
08/13/19 11:24:57.800,"21320",,
08/13/19 11:25:27.800,"21330",,
08/13/19 11:25:57.800,"21330",,
08/13/19 11:26:27.800,"21360",,
08/13/19 11:26:57.800,"21370",,
08/13/19 11:27:27.800,"21420",,
08/13/19 11:27:57.800,"21420",,
08/13/19 11:28:27.800,"21420",,
08/13/19 11:28:57.807,"21470",,
08/13/19 11:29:27.805,"21450",,
08/13/19 11:29:57.800,"21450",,
08/13/19 11:30:27.801,"21430",,
08/13/19 11:30:57.800,"21400",,
08/13/19 11:31:27.800,"21430",,
08/13/19 11:31:57.800,"21420",,
08/13/19 11:32:27.800,"21460",,
08/13/19 11:32:57.800,"21450",,
08/13/19 11:33:27.802,"21420",,
08/13/19 11:33:57.800,"21440",,
08/13/19 11:34:27.800,"21440",,
08/13/19 11:34:57.800,"21460",,
08/13/19 11:35:27.800,"21570",,
08/13/19 11:35:57.800,"21530",,
08/13/19 11:36:27.800,"21500",,
08/13/19 11:36:57.800,"21480",,
08/13/19 11:37:27.800,"21480",,
08/13/19 11:37:57.800,"21480",,
08/13/19 11:38:27.800,"21450",,
08/13/19 11:38:57.801,"21450",,
08/13/19 11:39:27.800,"21470",,
08/13/19 11:39:57.800,"21490",,
08/13/19 11:40:27.800,"21500",,
08/13/19 11:40:57.803,"21480",,
08/13/19 11:41:27.801,"21520",,
08/13/19 11:41:57.800,"21550",,
08/13/19 11:42:27.800,"21510",,
08/13/19 11:42:57.800,"21520",,
08/13/19 11:43:27.800,"21520",,
08/13/19 11:43:57.805,"21540",,
08/13/19 11:44:27.803,"21530",,
08/13/19 11:44:57.800,"21520",,
08/13/19 11:45:27.800,"21540",,
08/13/19 11:45:57.800,"21590",,
08/13/19 11:46:27.800,"21570",,
08/13/19 11:46:57.801,"21530",,
08/13/19 11:47:27.800,"21520",,
08/13/19 11:47:57.800,"21520",,
08/13/19 11:48:27.800,"21530",,
08/13/19 11:48:57.800,"21520",,
08/13/19 11:49:27.800,"21490",,
08/13/19 11:49:27.800,"21490",,
08/13/19 11:49:57.808,"21510",,
08/13/19 11:50:27.800,"21520",,
08/13/19 11:50:57.800,"21530",,
08/13/19 11:51:27.800,"21520",,
08/13/19 11:51:57.800,"21560",,
08/13/19 11:52:27.800,"21540",,
08/13/19 11:52:57.800,"21540",,
08/13/19 11:53:27.800,"21560",,
08/13/19 11:53:57.800,"21560",,
08/13/19 11:54:27.800,"21560",,
08/13/19 11:54:57.800,"21570",,
08/13/19 11:55:27.800,"21600",,
08/13/19 11:55:57.800,"21650",,
08/13/19 11:56:27.800,"21630",,
08/13/19 11:56:57.800,"21640",,
08/13/19 11:57:27.800,"21600",,
08/13/19 11:57:57.800,"21560",,
08/13/19 11:58:27.800,"21540",,
08/13/19 11:58:57.801,"21540",,
08/13/19 11:59:27.802,"21570",,
08/13/19 11:59:57.800,"21600",,
08/13/19 12:00:27.801,"21590",,
08/13/19 12:00:57.800,"21630",,
08/13/19 12:01:27.800,"21630",,
08/13/19 12:01:57.803,"21590",,
08/13/19 12:02:27.800,"21620",,
08/13/19 12:02:57.800,"21630",,
08/13/19 12:03:27.800,"21630",,
08/13/19 12:03:57.800,"21630",,
08/13/19 12:04:27.800,"21630",,
08/13/19 12:04:57.804,"21630",,
08/13/19 12:05:27.800,"21620",,
08/13/19 12:05:57.800,"21590",,
08/13/19 12:06:27.800,"21590",,
08/13/19 12:06:57.800,"21640",,
08/13/19 12:07:27.800,"21650",,
08/13/19 12:07:57.800,"21650",,
08/13/19 12:08:27.800,"21630",,
08/13/19 12:08:57.800,"21640",,
08/13/19 12:09:27.800,"21630",,
08/13/19 12:09:57.800,"21650",,
08/13/19 12:10:27.800,"21670",,
08/13/19 12:10:57.808,"21650",,
08/13/19 12:11:27.800,"21630",,
08/13/19 12:11:57.800,"21660",,
08/13/19 12:12:27.800,"21690",,
08/13/19 12:12:57.800,"21670",,
08/13/19 12:13:27.800,"21670",,
08/13/19 12:13:57.800,"21660",,
08/13/19 12:14:27.800,"21650",,
08/13/19 12:14:57.800,"21670",,
08/13/19 12:14:57.800,"21670",,
08/13/19 12:15:27.800,"21680",,
08/13/19 12:15:57.800,"21670",,
08/13/19 12:16:27.800,"21710",,
08/13/19 12:16:57.801,"21680",,
08/13/19 12:17:27.800,"21700",,
08/13/19 12:17:57.800,"21680",,
08/13/19 12:18:27.800,"21690",,
08/13/19 12:18:57.800,"21690",,
08/13/19 12:19:27.800,"21710",,
08/13/19 12:19:57.803,"21760",,
08/13/19 12:20:27.800,"21760",,
08/13/19 12:20:57.800,"21690",,
08/13/19 12:21:27.800,"21720",,
08/13/19 12:21:57.800,"21710",,
08/13/19 12:22:27.800,"21710",,
08/13/19 12:22:57.802,"21710",,
08/13/19 12:23:27.800,"21710",,
08/13/19 12:23:57.800,"21720",,
08/13/19 12:24:27.800,"21750",,
08/13/19 12:24:57.800,"21740",,
08/13/19 12:25:27.800,"21710",,
08/13/19 12:25:57.805,"21710",,
08/13/19 12:26:27.800,"21710",,
08/13/19 12:26:57.800,"21750",,
08/13/19 12:27:27.800,"21740",,
08/13/19 12:27:57.800,"21700",,
08/13/19 12:28:27.800,"21720",,
08/13/19 12:28:57.800,"21750",,
08/13/19 12:29:27.801,"21720",,
08/13/19 12:29:57.800,"21740",,
08/13/19 12:30:27.800,"21770",,
08/13/19 12:30:57.800,"21780",,
08/13/19 12:31:27.800,"21780",,
08/13/19 12:31:57.801,"21740",,
08/13/19 12:32:27.800,"21760",,
08/13/19 12:32:57.800,"21780",,
08/13/19 12:33:27.800,"21810",,
08/13/19 12:33:57.800,"21800",,
08/13/19 12:34:27.800,"21760",,
08/13/19 12:34:57.800,"21810",,
08/13/19 12:35:27.800,"21790",,
08/13/19 12:35:57.801,"21790",,
08/13/19 12:36:27.800,"21830",,
08/13/19 12:36:57.800,"21790",,
08/13/19 12:37:27.800,"21780",,
08/13/19 12:37:57.800,"21800",,
08/13/19 12:38:27.800,"21850",,
08/13/19 12:38:57.800,"21830",,
08/13/19 12:39:27.800,"21800",,
08/13/19 12:39:57.800,"21790",,
08/13/19 12:40:27.800,"21820",,
08/13/19 12:40:27.800,"21820",,
08/13/19 12:40:57.802,"21870",,
08/13/19 12:41:27.800,"21830",,
08/13/19 12:41:57.800,"21790",,
08/13/19 12:42:27.800,"21830",,
08/13/19 12:42:57.800,"21830",,
08/13/19 12:43:27.803,"21820",,
08/13/19 12:43:57.800,"21850",,
08/13/19 12:44:27.800,"21790",,
08/13/19 12:44:57.800,"21830",,
08/13/19 12:45:27.800,"21800",,
08/13/19 12:45:57.800,"21800",,
08/13/19 12:46:27.804,"21830",,
08/13/19 12:46:57.805,"21810",,
08/13/19 12:47:27.800,"21850",,
08/13/19 12:47:57.800,"21860",,
08/13/19 12:48:27.800,"21850",,
08/13/19 12:48:57.800,"21880",,
08/13/19 12:49:27.800,"21900",,
08/13/19 12:49:57.800,"21870",,
08/13/19 12:50:27.800,"21860",,
08/13/19 12:50:57.800,"21830",,
08/13/19 12:51:27.800,"21840",,
08/13/19 12:51:57.800,"21870",,
08/13/19 12:52:27.809,"21840",,
08/13/19 12:52:57.803,"21840",,
08/13/19 12:53:27.800,"21790",,
08/13/19 12:53:57.800,"21840",,
08/13/19 12:54:27.800,"21850",,
08/13/19 12:54:57.800,"21850",,
08/13/19 12:55:27.800,"21850",,
08/13/19 12:55:57.800,"21900",,
08/13/19 12:56:27.800,"21900",,
08/13/19 12:56:57.800,"21880",,
08/13/19 12:57:27.800,"21840",,
08/13/19 12:57:57.800,"21860",,
08/13/19 12:58:27.801,"21830",,
08/13/19 12:58:57.800,"21840",,
08/13/19 12:59:27.800,"21850",,
08/13/19 12:59:57.800,"21870",,
08/13/19 13:00:27.800,"21860",,
08/13/19 13:00:57.800,"21880",,
08/13/19 13:01:27.801,"21880",,
08/13/19 13:01:57.802,"21880",,
08/13/19 13:02:27.800,"21890",,
08/13/19 13:02:57.800,"21920",,
08/13/19 13:03:27.800,"21900",,
08/13/19 13:03:57.800,"21890",,
08/13/19 13:04:27.800,"21890",,
08/13/19 13:04:57.800,"21920",,
08/13/19 13:05:27.800,"21910",,
08/13/19 13:05:57.800,"21920",,
08/13/19 13:05:57.800,"21920",,
08/13/19 13:06:27.800,"21930",,
08/13/19 13:06:57.800,"21950",,
08/13/19 13:07:27.804,"21970",,
08/13/19 13:07:57.800,"21960",,
08/13/19 13:08:27.800,"21960",,
08/13/19 13:08:57.800,"21970",,
08/13/19 13:09:27.800,"21940",,
08/13/19 13:09:57.800,"21960",,
08/13/19 13:10:27.800,"21980",,
08/13/19 13:10:57.800,"22000",,
08/13/19 13:11:27.800,"21970",,
08/13/19 13:11:57.800,"21950",,
08/13/19 13:12:27.800,"21970",,
08/13/19 13:12:57.800,"21940",,
08/13/19 13:13:27.806,"21960",,
08/13/19 13:13:57.800,"21940",,
08/13/19 13:14:27.800,"21940",,
08/13/19 13:14:57.800,"21970",,
08/13/19 13:15:27.800,"21890",,
08/13/19 13:15:57.800,"21940",,
08/13/19 13:16:27.800,"21970",,
08/13/19 13:16:57.800,"21940",,
08/13/19 13:17:27.801,"21910",,
08/13/19 13:17:57.800,"21900",,
08/13/19 13:18:27.800,"21900",,
08/13/19 13:18:57.800,"21920",,
08/13/19 13:19:27.800,"21900",,
08/13/19 13:19:57.800,"21930",,
08/13/19 13:20:27.800,"21940",,
08/13/19 13:20:57.800,"21950",,
08/13/19 13:21:27.800,"21960",,
08/13/19 13:21:57.802,"21970",,
08/13/19 13:22:27.802,"22000",,
08/13/19 13:22:57.800,"22030",,
08/13/19 13:23:27.801,"22070",,
08/13/19 13:23:57.800,"21980",,
08/13/19 13:24:27.800,"21980",,
08/13/19 13:24:57.804,"22000",,
08/13/19 13:25:27.800,"22000",,
08/13/19 13:25:57.800,"22020",,
08/13/19 13:26:27.800,"21970",,
08/13/19 13:26:57.800,"21970",,
08/13/19 13:27:27.800,"21930",,
08/13/19 13:27:57.805,"21960",,
08/13/19 13:28:27.803,"21940",,
08/13/19 13:28:57.800,"21950",,
08/13/19 13:29:27.801,"21970",,
08/13/19 13:29:57.800,"21990",,
08/13/19 13:30:27.800,"21970",,
08/13/19 13:30:57.800,"21990",,
08/13/19 13:31:27.801,"21940",,
08/13/19 13:31:27.801,"21940",,
08/13/19 13:31:57.800,"21970",,
08/13/19 13:32:27.800,"22010",,
08/13/19 13:32:57.800,"22000",,
08/13/19 13:33:27.800,"21940",,
08/13/19 13:33:57.808,"21910",,
08/13/19 13:34:27.801,"21860",,
08/13/19 13:34:57.800,"21910",,
08/13/19 13:35:27.800,"22000",,
08/13/19 13:35:57.800,"22000",,
08/13/19 13:36:27.800,"21990",,
08/13/19 13:36:57.800,"21950",,
08/13/19 13:37:27.800,"21950",,
08/13/19 13:37:57.800,"21950",,
08/13/19 13:38:27.800,"21940",,
08/13/19 13:38:57.800,"21970",,
08/13/19 13:39:27.800,"22010",,
08/13/19 13:39:57.802,"22010",,
08/13/19 13:40:27.800,"22050",,
08/13/19 13:40:57.800,"22040",,
08/13/19 13:41:27.800,"22040",,
08/13/19 13:41:57.800,"22080",,
08/13/19 13:42:27.800,"22040",,
08/13/19 13:42:57.802,"22050",,
08/13/19 13:43:27.800,"22070",,
08/13/19 13:43:57.800,"22020",,
08/13/19 13:44:27.800,"22050",,
08/13/19 13:44:57.800,"22070",,
08/13/19 13:45:27.800,"22060",,
08/13/19 13:45:57.802,"22050",,
08/13/19 13:46:27.800,"22040",,
08/13/19 13:46:57.800,"22050",,
08/13/19 13:47:27.800,"22080",,
08/13/19 13:47:57.800,"22090",,
08/13/19 13:48:27.800,"22090",,
08/13/19 13:48:57.806,"22160",,
08/13/19 13:49:27.800,"22160",,
08/13/19 13:49:57.800,"22170",,
08/13/19 13:50:27.800,"22160",,
08/13/19 13:50:57.800,"22160",,
08/13/19 13:51:27.800,"22190",,
08/13/19 13:51:57.800,"22190",,
08/13/19 13:52:27.800,"22160",,
08/13/19 13:52:57.800,"22100",,
08/13/19 13:53:27.800,"22120",,
08/13/19 13:53:57.800,"22080",,
08/13/19 13:54:27.800,"22090",,
08/13/19 13:54:57.804,"22120",,
08/13/19 13:55:27.800,"22060",,
08/13/19 13:55:57.801,"22070",,
08/13/19 13:56:27.800,"22110",,
08/13/19 13:56:57.800,"22120",,
