,sensor [K-33 ICB],,
,CO2,,,
08/13/19 20:08:04.827,"22560",,
08/13/19 20:08:34.827,"22590",,
08/13/19 20:09:04.827,"22550",,
08/13/19 20:09:34.827,"22540",,
08/13/19 20:10:04.827,"22530",,
08/13/19 20:10:34.827,"22540",,
08/13/19 20:11:04.827,"22540",,
08/13/19 20:11:34.827,"22540",,
08/13/19 20:12:04.827,"22560",,
08/13/19 20:12:34.827,"22590",,
08/13/19 20:13:04.830,"22630",,
08/13/19 20:13:34.830,"22600",,
08/13/19 20:14:04.827,"22540",,
08/13/19 20:14:34.827,"22530",,
08/13/19 20:15:04.827,"22510",,
08/13/19 20:15:34.827,"22520",,
08/13/19 20:16:04.831,"22540",,
08/13/19 20:16:34.827,"22560",,
08/13/19 20:17:04.827,"22590",,
08/13/19 20:17:34.827,"22580",,
08/13/19 20:18:04.827,"22580",,
08/13/19 20:18:34.827,"22620",,
08/13/19 20:19:04.833,"22660",,
08/13/19 20:19:34.830,"22660",,
08/13/19 20:20:04.827,"22630",,
08/13/19 20:20:34.827,"22620",,
08/13/19 20:21:04.827,"22520",,
08/13/19 20:21:34.827,"22560",,
08/13/19 20:22:04.827,"22540",,
08/13/19 20:22:34.827,"22520",,
08/13/19 20:23:04.827,"22590",,
08/13/19 20:23:04.827,"22590",,
08/13/19 20:23:34.827,"22580",,
08/13/19 20:24:04.827,"22530",,
08/13/19 20:24:34.827,"22580",,
08/13/19 20:25:04.832,"22590",,
08/13/19 20:25:34.827,"22580",,
08/13/19 20:26:04.827,"22560",,
08/13/19 20:26:34.827,"22530",,
08/13/19 20:27:04.827,"22560",,
08/13/19 20:27:34.828,"22560",,
08/13/19 20:28:04.827,"22580",,
08/13/19 20:28:34.827,"22580",,
08/13/19 20:29:04.827,"22540",,
08/13/19 20:29:34.827,"22490",,
08/13/19 20:30:04.827,"22470",,
08/13/19 20:30:34.827,"22460",,
08/13/19 20:31:04.828,"22460",,
08/13/19 20:31:34.827,"22540",,
08/13/19 20:32:04.827,"22560",,
08/13/19 20:32:34.827,"22560",,
08/13/19 20:33:04.827,"22560",,
08/13/19 20:33:34.829,"22550",,
08/13/19 20:34:04.829,"22580",,
08/13/19 20:34:34.827,"22550",,
08/13/19 20:35:04.827,"22580",,
08/13/19 20:35:34.827,"22550",,
08/13/19 20:36:04.827,"22560",,
08/13/19 20:36:34.827,"22520",,
08/13/19 20:37:04.827,"22530",,
08/13/19 20:37:34.827,"22540",,
08/13/19 20:38:04.827,"22580",,
08/13/19 20:38:34.827,"22590",,
08/13/19 20:39:04.827,"22560",,
08/13/19 20:39:34.831,"22580",,
08/13/19 20:40:04.827,"22610",,
08/13/19 20:40:34.827,"22580",,
08/13/19 20:41:04.827,"22590",,
08/13/19 20:41:34.827,"22560",,
08/13/19 20:42:04.827,"22520",,
08/13/19 20:42:34.827,"22560",,
08/13/19 20:43:04.827,"22580",,
08/13/19 20:43:34.827,"22590",,
08/13/19 20:44:04.827,"22600",,
08/13/19 20:44:34.827,"22580",,
08/13/19 20:45:04.830,"22550",,
08/13/19 20:45:34.827,"22560",,
08/13/19 20:46:04.827,"22600",,
08/13/19 20:46:34.827,"22650",,
08/13/19 20:47:04.827,"22630",,
08/13/19 20:47:34.827,"22640",,
08/13/19 20:48:04.830,"22570",,
08/13/19 20:48:34.829,"22620",,
08/13/19 20:48:34.829,"22620",,
08/13/19 20:49:04.827,"22610",,
08/13/19 20:49:34.827,"22650",,
08/13/19 20:50:04.827,"22640",,
08/13/19 20:50:34.827,"22610",,
08/13/19 20:51:04.829,"22610",,
08/13/19 20:51:34.827,"22610",,
08/13/19 20:52:04.827,"22600",,
08/13/19 20:52:34.827,"22550",,
08/13/19 20:53:04.827,"22560",,
08/13/19 20:53:34.827,"22560",,
08/13/19 20:54:04.833,"22570",,
08/13/19 20:54:34.829,"22550",,
08/13/19 20:55:04.827,"22580",,
08/13/19 20:55:34.827,"22540",,
08/13/19 20:56:04.827,"22570",,
08/13/19 20:56:34.827,"22610",,
08/13/19 20:57:04.827,"22580",,
08/13/19 20:57:34.827,"22450",,
08/13/19 20:58:04.827,"22470",,
08/13/19 20:58:34.827,"22500",,
08/13/19 20:59:04.827,"22530",,
08/13/19 20:59:34.827,"22510",,
08/13/19 21:00:04.833,"22560",,
08/13/19 21:00:34.827,"22560",,
08/13/19 21:01:04.827,"22530",,
08/13/19 21:01:34.827,"22530",,
08/13/19 21:02:04.827,"22510",,
08/13/19 21:02:34.827,"22550",,
08/13/19 21:03:04.827,"22550",,
08/13/19 21:03:34.827,"22500",,
08/13/19 21:04:04.827,"22470",,
08/13/19 21:04:34.827,"22480",,
08/13/19 21:05:04.827,"22470",,
08/13/19 21:05:34.827,"22480",,
08/13/19 21:06:04.827,"22540",,
08/13/19 21:06:34.827,"22550",,
08/13/19 21:07:04.827,"22580",,
08/13/19 21:07:34.827,"22570",,
08/13/19 21:08:04.827,"22670",,
08/13/19 21:08:34.830,"22660",,
08/13/19 21:09:04.828,"22660",,
08/13/19 21:09:34.827,"22660",,
08/13/19 21:10:04.827,"22610",,
08/13/19 21:10:34.827,"22620",,
08/13/19 21:11:04.827,"22610",,
08/13/19 21:11:34.828,"22620",,
08/13/19 21:12:04.827,"22640",,
08/13/19 21:12:34.827,"22620",,
08/13/19 21:13:04.827,"22610",,
08/13/19 21:13:34.827,"22640",,
08/13/19 21:14:04.827,"22550",,
08/13/19 21:14:04.827,"22550",,
08/13/19 21:14:34.833,"22550",,
08/13/19 21:15:04.827,"22620",,
08/13/19 21:15:34.827,"22590",,
08/13/19 21:16:04.827,"22580",,
08/13/19 21:16:34.827,"22580",,
08/13/19 21:17:04.827,"22540",,
08/13/19 21:17:34.827,"22600",,
08/13/19 21:18:04.827,"22570",,
08/13/19 21:18:34.827,"22600",,
08/13/19 21:19:04.827,"22610",,
08/13/19 21:19:34.827,"22670",,
08/13/19 21:20:04.827,"22640",,
08/13/19 21:20:34.833,"22650",,
08/13/19 21:21:04.827,"22660",,
08/13/19 21:21:34.827,"22620",,
08/13/19 21:22:04.827,"22640",,
08/13/19 21:22:34.827,"22630",,
08/13/19 21:23:04.827,"22600",,
08/13/19 21:23:34.833,"22620",,
08/13/19 21:24:04.828,"22620",,
08/13/19 21:24:34.827,"22630",,
08/13/19 21:25:04.827,"22600",,
08/13/19 21:25:34.827,"22670",,
08/13/19 21:26:04.827,"22660",,
08/13/19 21:26:34.827,"22660",,
08/13/19 21:27:04.827,"22630",,
08/13/19 21:27:34.827,"22610",,
08/13/19 21:28:04.827,"22610",,
08/13/19 21:28:34.827,"22600",,
08/13/19 21:29:04.827,"22580",,
08/13/19 21:29:34.829,"22580",,
08/13/19 21:30:04.827,"22630",,
08/13/19 21:30:34.827,"22620",,
08/13/19 21:31:04.827,"22590",,
08/13/19 21:31:34.827,"22570",,
08/13/19 21:32:04.827,"22590",,
08/13/19 21:32:34.829,"22630",,
08/13/19 21:33:04.827,"22590",,
08/13/19 21:33:34.827,"22600",,
08/13/19 21:34:04.827,"22640",,
08/13/19 21:34:34.827,"22620",,
08/13/19 21:35:04.833,"22610",,
08/13/19 21:35:34.832,"22580",,
08/13/19 21:36:04.827,"22590",,
08/13/19 21:36:34.827,"22610",,
08/13/19 21:37:04.827,"22570",,
08/13/19 21:37:34.827,"22540",,
08/13/19 21:38:04.827,"22510",,
08/13/19 21:38:34.827,"22560",,
08/13/19 21:39:04.827,"22540",,
08/13/19 21:39:34.827,"22580",,
08/13/19 21:39:34.827,"22580",,
08/13/19 21:40:04.827,"22550",,
08/13/19 21:40:34.827,"22530",,
08/13/19 21:41:04.827,"22500",,
08/13/19 21:41:34.827,"22530",,
08/13/19 21:42:04.828,"22580",,
08/13/19 21:42:34.827,"22590",,
08/13/19 21:43:04.827,"22580",,
08/13/19 21:43:34.828,"22620",,
08/13/19 21:44:04.830,"22620",,
08/13/19 21:44:34.827,"22630",,
08/13/19 21:45:04.827,"22580",,
08/13/19 21:45:34.827,"22580",,
08/13/19 21:46:04.827,"22610",,
08/13/19 21:46:34.828,"22600",,
08/13/19 21:47:04.828,"22530",,
08/13/19 21:47:34.827,"22550",,
08/13/19 21:48:04.827,"22570",,
08/13/19 21:48:34.827,"22640",,
08/13/19 21:49:04.827,"22670",,
08/13/19 21:49:34.832,"22590",,
08/13/19 21:50:04.828,"22680",,
08/13/19 21:50:34.827,"22680",,
08/13/19 21:51:04.827,"22680",,
08/13/19 21:51:34.827,"22670",,
08/13/19 21:52:04.827,"22700",,
08/13/19 21:52:34.828,"22680",,
08/13/19 21:53:04.829,"22590",,
08/13/19 21:53:34.827,"22670",,
08/13/19 21:54:04.827,"22620",,
08/13/19 21:54:34.827,"22550",,
08/13/19 21:55:04.827,"22510",,
08/13/19 21:55:34.833,"22530",,
08/13/19 21:56:04.827,"22590",,
08/13/19 21:56:34.827,"22530",,
08/13/19 21:57:04.827,"22620",,
08/13/19 21:57:34.827,"22630",,
08/13/19 21:58:04.828,"22640",,
08/13/19 21:58:34.827,"22610",,
08/13/19 21:59:04.827,"22610",,
08/13/19 21:59:34.827,"22610",,
08/13/19 22:00:04.827,"22530",,
08/13/19 22:00:34.827,"22590",,
08/13/19 22:01:04.827,"22550",,
08/13/19 22:01:34.827,"22580",,
08/13/19 22:02:04.827,"22610",,
08/13/19 22:02:34.827,"22590",,
08/13/19 22:03:04.827,"22610",,
08/13/19 22:03:34.827,"22620",,
08/13/19 22:04:04.832,"22610",,
08/13/19 22:04:34.827,"22580",,
08/13/19 22:05:04.827,"22580",,
08/13/19 22:05:04.827,"22580",,
08/13/19 22:05:34.827,"22560",,
08/13/19 22:06:04.827,"22570",,
08/13/19 22:06:34.827,"22570",,
08/13/19 22:07:04.830,"22550",,
08/13/19 22:07:34.827,"22570",,
08/13/19 22:08:04.827,"22620",,
08/13/19 22:08:34.827,"22620",,
08/13/19 22:09:04.827,"22590",,
08/13/19 22:09:34.827,"22550",,
08/13/19 22:10:04.833,"22580",,
08/13/19 22:10:34.827,"22610",,
08/13/19 22:11:04.827,"22610",,
08/13/19 22:11:34.827,"22610",,
08/13/19 22:12:04.827,"22640",,
08/13/19 22:12:34.827,"22580",,
08/13/19 22:13:04.827,"22620",,
08/13/19 22:13:34.827,"22610",,
08/13/19 22:14:04.827,"22620",,
08/13/19 22:14:34.827,"22700",,
08/13/19 22:15:04.827,"22680",,
08/13/19 22:15:34.827,"22650",,
08/13/19 22:16:04.833,"22610",,
08/13/19 22:16:34.827,"22650",,
08/13/19 22:17:04.827,"22650",,
08/13/19 22:17:34.827,"22630",,
08/13/19 22:18:04.827,"22640",,
08/13/19 22:18:34.827,"22660",,
08/13/19 22:19:04.827,"22660",,
08/13/19 22:19:34.827,"22640",,
08/13/19 22:20:04.827,"22600",,
08/13/19 22:20:34.827,"22560",,
08/13/19 22:21:04.827,"22610",,
08/13/19 22:21:34.827,"22580",,
08/13/19 22:22:04.828,"22590",,
08/13/19 22:22:34.827,"22580",,
08/13/19 22:23:04.827,"22570",,
08/13/19 22:23:34.827,"22600",,
08/13/19 22:24:04.827,"22610",,
08/13/19 22:24:34.830,"22640",,
08/13/19 22:25:04.831,"22710",,
08/13/19 22:25:34.827,"22680",,
08/13/19 22:26:04.827,"22680",,
08/13/19 22:26:34.827,"22700",,
08/13/19 22:26:49.472,"22680",,
