,sensor [K-33 ICB],,
08/19/19 9:07:46.376,"330",,
08/19/19 9:08:16.376,"320",,
08/19/19 9:08:46.376,"320",,
08/19/19 9:09:16.376,"320",,
08/19/19 9:09:46.376,"310",,
08/19/19 9:10:16.376,"290",,
08/19/19 9:10:46.377,"310",,
08/19/19 9:11:16.376,"310",,
08/19/19 9:11:46.376,"300",,
08/19/19 9:12:16.376,"300",,
08/19/19 9:12:46.376,"290",,
08/19/19 9:13:16.376,"270",,
08/19/19 9:13:46.376,"260",,
08/19/19 9:14:16.376,"270",,
08/19/19 9:14:46.377,"260",,
08/19/19 9:15:16.376,"250",,
08/19/19 9:15:46.376,"280",,
08/19/19 9:16:16.376,"290",,
08/19/19 9:16:46.376,"320",,
08/19/19 9:17:16.376,"320",,
08/19/19 9:17:46.376,"310",,
08/19/19 9:18:16.378,"300",,
08/19/19 9:18:46.376,"300",,
08/19/19 9:18:46.376,"300",,
08/19/19 9:19:16.376,"310",,
08/19/19 9:19:46.376,"300",,
08/19/19 9:20:16.376,"330",,
08/19/19 9:20:46.378,"330",,
08/19/19 9:21:16.376,"320",,
08/19/19 9:21:46.376,"280",,
08/19/19 9:22:16.376,"300",,
08/19/19 9:22:46.376,"310",,
08/19/19 9:23:16.376,"300",,
08/19/19 9:23:46.376,"310",,
08/19/19 9:24:16.376,"310",,
08/19/19 9:24:46.376,"310",,
08/19/19 9:25:16.377,"360",,
08/19/19 9:25:46.376,"340",,
08/19/19 9:26:16.376,"310",,
08/19/19 9:26:46.376,"300",,
08/19/19 9:27:16.376,"340",,
08/19/19 9:27:46.376,"340",,
08/19/19 9:28:16.376,"360",,
08/19/19 9:28:46.376,"360",,
08/19/19 9:29:16.376,"340",,
08/19/19 9:29:46.376,"320",,
08/19/19 9:30:16.376,"330",,
08/19/19 9:30:46.376,"310",,
08/19/19 9:31:16.376,"320",,
08/19/19 9:31:46.376,"290",,
08/19/19 9:32:16.377,"290",,
08/19/19 9:32:46.376,"310",,
08/19/19 9:33:16.376,"320",,
08/19/19 9:33:46.376,"310",,
08/19/19 9:34:16.376,"310",,
08/19/19 9:34:46.376,"320",,
08/19/19 9:35:16.376,"330",,
08/19/19 9:35:46.377,"310",,
08/19/19 9:36:16.376,"310",,
08/19/19 9:36:46.377,"320",,
08/19/19 9:37:16.376,"320",,
08/19/19 9:37:46.376,"360",,
08/19/19 9:38:16.377,"330",,
08/19/19 9:38:46.376,"310",,
08/19/19 9:39:16.376,"300",,
08/19/19 9:39:46.376,"310",,
08/19/19 9:40:16.376,"330",,
08/19/19 9:40:46.376,"330",,
08/19/19 9:41:16.376,"310",,
08/19/19 9:41:46.376,"330",,
08/19/19 9:42:16.376,"320",,
08/19/19 9:42:46.376,"330",,
08/19/19 9:43:16.376,"340",,
08/19/19 9:43:46.376,"340",,
08/19/19 9:44:16.376,"340",,
08/19/19 9:44:16.376,"340",,
08/19/19 9:44:46.376,"330",,
08/19/19 9:45:16.376,"330",,
08/19/19 9:45:46.376,"320",,
08/19/19 9:46:16.376,"320",,
08/19/19 9:46:46.376,"310",,
08/19/19 9:47:16.376,"330",,
08/19/19 9:47:46.376,"320",,
08/19/19 9:48:16.376,"320",,
08/19/19 9:48:46.376,"320",,
08/19/19 9:49:16.376,"310",,
08/19/19 9:49:46.378,"300",,
08/19/19 9:50:16.376,"300",,
08/19/19 9:50:46.376,"310",,
08/19/19 9:51:16.382,"310",,
08/19/19 9:51:46.376,"330",,
08/19/19 9:52:16.376,"320",,
08/19/19 9:52:46.376,"310",,
08/19/19 9:53:16.376,"320",,
08/19/19 9:53:46.376,"310",,
08/19/19 9:54:16.376,"310",,
08/19/19 9:54:46.376,"300",,
08/19/19 9:55:16.376,"290",,
08/19/19 9:55:46.376,"300",,
08/19/19 9:56:16.376,"280",,
08/19/19 9:56:46.376,"300",,
08/19/19 9:57:16.376,"300",,
08/19/19 9:57:46.376,"310",,
08/19/19 9:58:16.376,"310",,
08/19/19 9:58:46.376,"330",,
08/19/19 9:59:16.376,"330",,
08/19/19 9:59:46.376,"330",,
08/19/19 10:00:16.376,"330",,
08/19/19 10:00:46.376,"330",,
08/19/19 10:01:16.376,"330",,
08/19/19 10:01:46.376,"330",,
08/19/19 10:02:16.376,"310",,
08/19/19 10:02:46.376,"350",,
08/19/19 10:03:16.376,"350",,
08/19/19 10:03:46.376,"330",,
08/19/19 10:04:16.376,"330",,
08/19/19 10:04:46.376,"320",,
08/19/19 10:05:16.376,"330",,
08/19/19 10:05:46.376,"320",,
08/19/19 10:06:16.376,"330",,
08/19/19 10:06:46.376,"320",,
08/19/19 10:07:16.376,"280",,
08/19/19 10:07:46.376,"300",,
08/19/19 10:08:16.376,"310",,
08/19/19 10:08:46.376,"330",,
08/19/19 10:09:16.376,"340",,
08/19/19 10:09:46.377,"310",,
08/19/19 10:09:46.377,"310",,
08/19/19 10:10:16.376,"300",,
08/19/19 10:10:46.376,"300",,
08/19/19 10:11:16.376,"300",,
08/19/19 10:11:46.376,"310",,
08/19/19 10:12:16.381,"300",,
08/19/19 10:12:46.376,"300",,
08/19/19 10:13:16.376,"290",,
08/19/19 10:13:46.376,"280",,
08/19/19 10:14:16.376,"280",,
08/19/19 10:14:46.376,"290",,
08/19/19 10:15:16.376,"270",,
08/19/19 10:15:46.376,"290",,
08/19/19 10:16:16.376,"320",,
08/19/19 10:16:46.376,"330",,
08/19/19 10:17:16.376,"310",,
08/19/19 10:17:46.376,"310",,
08/19/19 10:18:16.376,"310",,
08/19/19 10:18:46.376,"320",,
08/19/19 10:19:16.376,"310",,
08/19/19 10:19:46.376,"330",,
08/19/19 10:20:16.379,"310",,
08/19/19 10:20:46.376,"310",,
08/19/19 10:21:16.376,"310",,
08/19/19 10:21:46.376,"310",,
08/19/19 10:22:16.376,"320",,
08/19/19 10:22:46.376,"330",,
08/19/19 10:23:16.376,"310",,
08/19/19 10:23:46.376,"310",,
08/19/19 10:24:16.376,"320",,
08/19/19 10:24:46.376,"320",,
08/19/19 10:25:16.376,"310",,
08/19/19 10:25:46.376,"330",,
08/19/19 10:26:16.376,"350",,
08/19/19 10:26:46.376,"340",,
08/19/19 10:27:16.376,"340",,
08/19/19 10:27:46.376,"330",,
08/19/19 10:28:16.377,"340",,
08/19/19 10:28:46.376,"350",,
08/19/19 10:29:16.376,"350",,
08/19/19 10:29:46.376,"340",,
08/19/19 10:30:16.376,"320",,
08/19/19 10:30:46.376,"310",,
08/19/19 10:31:16.376,"300",,
08/19/19 10:31:46.376,"290",,
08/19/19 10:32:16.376,"290",,
08/19/19 10:32:46.376,"280",,
08/19/19 10:33:16.376,"280",,
08/19/19 10:33:46.376,"290",,
08/19/19 10:34:16.376,"330",,
08/19/19 10:34:46.376,"360",,
08/19/19 10:35:16.376,"330",,
08/19/19 10:35:16.376,"330",,
08/19/19 10:35:46.376,"290",,
08/19/19 10:36:16.376,"280",,
08/19/19 10:36:46.376,"300",,
08/19/19 10:37:16.379,"280",,
08/19/19 10:37:46.376,"260",,
08/19/19 10:38:16.376,"280",,
08/19/19 10:38:46.376,"310",,
08/19/19 10:39:16.376,"310",,
08/19/19 10:39:46.376,"310",,
08/19/19 10:40:16.376,"300",,
08/19/19 10:40:46.376,"310",,
08/19/19 10:41:16.376,"300",,
08/19/19 10:41:46.377,"300",,
08/19/19 10:42:16.377,"310",,
08/19/19 10:42:46.376,"310",,
08/19/19 10:43:16.376,"310",,
08/19/19 10:43:46.376,"310",,
08/19/19 10:44:16.376,"320",,
08/19/19 10:44:46.376,"320",,
08/19/19 10:45:16.376,"330",,
08/19/19 10:45:46.377,"310",,
08/19/19 10:46:16.376,"310",,
08/19/19 10:46:46.376,"320",,
08/19/19 10:47:16.376,"310",,
08/19/19 10:47:46.376,"320",,
08/19/19 10:48:16.376,"320",,
08/19/19 10:48:46.376,"300",,
08/19/19 10:49:16.376,"310",,
08/19/19 10:49:46.376,"300",,
08/19/19 10:50:16.376,"280",,
08/19/19 10:50:46.376,"300",,
08/19/19 10:51:16.376,"310",,
08/19/19 10:51:46.376,"300",,
08/19/19 10:52:16.376,"290",,
08/19/19 10:52:46.376,"300",,
08/19/19 10:53:16.377,"310",,
08/19/19 10:53:46.376,"300",,
08/19/19 10:54:16.376,"280",,
08/19/19 10:54:46.376,"290",,
08/19/19 10:55:16.376,"280",,
08/19/19 10:55:46.376,"270",,
08/19/19 10:56:16.376,"300",,
08/19/19 10:56:46.376,"300",,
08/19/19 10:57:16.376,"300",,
08/19/19 10:57:46.376,"310",,
08/19/19 10:58:16.382,"320",,
08/19/19 10:58:46.376,"310",,
08/19/19 10:59:16.376,"310",,
08/19/19 10:59:46.377,"310",,
08/19/19 11:00:16.376,"300",,
08/19/19 11:00:46.376,"330",,
08/19/19 11:00:46.376,"330",,
08/19/19 11:01:16.376,"350",,
08/19/19 11:01:46.376,"310",,
08/19/19 11:02:16.379,"310",,
08/19/19 11:02:46.376,"300",,
08/19/19 11:03:16.376,"340",,
08/19/19 11:03:46.376,"330",,
08/19/19 11:04:16.376,"340",,
08/19/19 11:04:46.376,"360",,
08/19/19 11:05:16.376,"340",,
08/19/19 11:05:46.377,"330",,
08/19/19 11:06:16.376,"320",,
08/19/19 11:06:46.376,"310",,
08/19/19 11:07:16.376,"310",,
08/19/19 11:07:46.376,"300",,
08/19/19 11:08:16.380,"290",,
08/19/19 11:08:46.376,"300",,
08/19/19 11:09:16.376,"300",,
08/19/19 11:09:46.376,"300",,
08/19/19 11:10:16.376,"290",,
08/19/19 11:10:46.376,"280",,
08/19/19 11:11:16.376,"280",,
08/19/19 11:11:46.376,"300",,
08/19/19 11:12:16.376,"310",,
08/19/19 11:12:46.376,"280",,
08/19/19 11:13:16.377,"300",,
08/19/19 11:13:46.376,"290",,
08/19/19 11:14:16.376,"310",,
08/19/19 11:14:46.376,"300",,
08/19/19 11:15:16.376,"290",,
08/19/19 11:15:46.376,"300",,
08/19/19 11:16:16.378,"300",,
08/19/19 11:16:46.376,"310",,
08/19/19 11:17:16.376,"320",,
08/19/19 11:17:46.376,"330",,
08/19/19 11:18:16.376,"330",,
08/19/19 11:18:46.376,"340",,
08/19/19 11:19:16.376,"340",,
08/19/19 11:19:46.376,"340",,
08/19/19 11:20:16.376,"320",,
08/19/19 11:20:46.376,"290",,
08/19/19 11:21:16.382,"310",,
08/19/19 11:21:46.376,"330",,
08/19/19 11:22:16.376,"310",,
08/19/19 11:22:46.376,"320",,
08/19/19 11:23:16.376,"320",,
08/19/19 11:23:46.376,"320",,
08/19/19 11:24:16.376,"320",,
08/19/19 11:24:46.376,"290",,
08/19/19 11:25:16.376,"280",,
08/19/19 11:25:46.376,"270",,
08/19/19 11:26:16.376,"230",,
08/19/19 11:26:16.376,"230",,
08/19/19 11:26:46.376,"260",,
08/19/19 11:27:16.376,"290",,
08/19/19 11:27:46.376,"300",,
08/19/19 11:28:16.376,"300",,
08/19/19 11:28:46.376,"300",,
08/19/19 11:29:16.381,"310",,
08/19/19 11:29:46.376,"320",,
08/19/19 11:30:16.376,"310",,
08/19/19 11:30:46.376,"300",,
08/19/19 11:31:16.376,"300",,
08/19/19 11:31:46.376,"300",,
08/19/19 11:32:16.376,"310",,
08/19/19 11:32:46.376,"310",,
08/19/19 11:33:16.376,"300",,
08/19/19 11:33:46.376,"290",,
08/19/19 11:34:16.376,"280",,
08/19/19 11:34:46.376,"290",,
08/19/19 11:35:16.376,"300",,
08/19/19 11:35:46.376,"310",,
08/19/19 11:36:16.376,"320",,
08/19/19 11:36:46.376,"290",,
08/19/19 11:37:16.379,"280",,
08/19/19 11:37:46.376,"280",,
08/19/19 11:38:16.376,"280",,
08/19/19 11:38:46.376,"300",,
08/19/19 11:39:16.376,"300",,
08/19/19 11:39:46.376,"320",,
08/19/19 11:40:16.376,"340",,
08/19/19 11:40:46.376,"320",,
08/19/19 11:41:16.376,"320",,
08/19/19 11:41:46.376,"300",,
08/19/19 11:42:16.376,"280",,
08/19/19 11:42:46.376,"290",,
08/19/19 11:43:16.378,"310",,
08/19/19 11:43:46.376,"310",,
08/19/19 11:44:16.376,"300",,
08/19/19 11:44:46.376,"290",,
08/19/19 11:45:16.376,"300",,
08/19/19 11:45:46.376,"310",,
08/19/19 11:46:16.376,"300",,
08/19/19 11:46:46.376,"300",,
08/19/19 11:47:16.376,"300",,
08/19/19 11:47:46.376,"290",,
08/19/19 11:48:16.376,"310",,
08/19/19 11:48:46.376,"310",,
08/19/19 11:49:16.376,"310",,
08/19/19 11:49:46.376,"320",,
08/19/19 11:50:16.376,"320",,
08/19/19 11:50:46.376,"340",,
08/19/19 11:51:16.376,"340",,
08/19/19 11:51:46.376,"340",,
08/19/19 11:51:46.376,"340",,
08/19/19 11:52:16.376,"350",,
08/19/19 11:52:46.376,"330",,
08/19/19 11:53:16.376,"330",,
08/19/19 11:53:46.376,"320",,
08/19/19 11:54:16.376,"330",,
08/19/19 11:54:46.376,"290",,
08/19/19 11:55:16.376,"310",,
08/19/19 11:55:46.376,"310",,
08/19/19 11:56:16.376,"330",,
08/19/19 11:56:46.376,"360",,
08/19/19 11:57:16.376,"320",,
08/19/19 11:57:46.376,"320",,
08/19/19 11:58:16.376,"290",,
08/19/19 11:58:46.376,"290",,
08/19/19 11:59:16.376,"280",,
08/19/19 11:59:46.376,"260",,
08/19/19 12:00:16.376,"270",,
08/19/19 12:00:46.376,"270",,
08/19/19 12:01:16.376,"270",,
08/19/19 12:01:46.376,"260",,
08/19/19 12:02:16.376,"250",,
08/19/19 12:02:46.376,"260",,
08/19/19 12:03:16.376,"280",,
08/19/19 12:03:46.376,"290",,
08/19/19 12:04:16.376,"280",,
08/19/19 12:04:46.376,"270",,
08/19/19 12:05:16.376,"280",,
08/19/19 12:05:46.376,"290",,
08/19/19 12:06:16.376,"280",,
08/19/19 12:06:46.376,"260",,
08/19/19 12:07:16.376,"280",,
08/19/19 12:07:46.376,"280",,
08/19/19 12:08:16.376,"280",,
08/19/19 12:08:46.376,"280",,
08/19/19 12:09:16.376,"280",,
08/19/19 12:09:46.376,"270",,
08/19/19 12:10:16.376,"290",,
08/19/19 12:10:46.376,"290",,
08/19/19 12:11:16.376,"290",,
08/19/19 12:11:46.376,"290",,
08/19/19 12:12:16.376,"300",,
08/19/19 12:12:46.376,"280",,
08/19/19 12:13:16.376,"290",,
08/19/19 12:13:46.376,"280",,
08/19/19 12:14:16.376,"280",,
08/19/19 12:14:46.376,"280",,
08/19/19 12:15:16.376,"310",,
08/19/19 12:15:46.376,"310",,
08/19/19 12:16:16.376,"300",,
08/19/19 12:16:46.376,"280",,
08/19/19 12:17:16.376,"280",,
08/19/19 12:17:16.376,"280",,
08/19/19 12:17:46.376,"290",,
08/19/19 12:18:16.376,"290",,
08/19/19 12:18:46.376,"300",,
08/19/19 12:19:16.376,"320",,
08/19/19 12:19:46.376,"290",,
08/19/19 12:20:16.376,"320",,
08/19/19 12:20:46.376,"290",,
08/19/19 12:21:16.376,"300",,
08/19/19 12:21:46.376,"290",,
08/19/19 12:22:16.376,"290",,
08/19/19 12:22:46.376,"290",,
08/19/19 12:23:16.376,"290",,
08/19/19 12:23:46.376,"300",,
08/19/19 12:24:16.376,"320",,
08/19/19 12:24:46.376,"310",,
08/19/19 12:25:16.376,"300",,
08/19/19 12:25:46.376,"300",,
08/19/19 12:26:16.376,"310",,
08/19/19 12:26:46.376,"300",,
08/19/19 12:27:16.376,"290",,
08/19/19 12:27:46.376,"290",,
08/19/19 12:28:16.376,"290",,
08/19/19 12:28:46.377,"280",,
08/19/19 12:29:16.376,"280",,
08/19/19 12:29:46.376,"280",,
08/19/19 12:30:16.376,"290",,
08/19/19 12:30:46.376,"310",,
08/19/19 12:31:16.376,"310",,
08/19/19 12:31:46.376,"310",,
08/19/19 12:32:16.376,"300",,
08/19/19 12:32:46.376,"290",,
08/19/19 12:33:16.376,"280",,
08/19/19 12:33:46.376,"280",,
08/19/19 12:34:16.376,"280",,
08/19/19 12:34:46.376,"290",,
08/19/19 12:35:16.376,"260",,
08/19/19 12:35:46.376,"280",,
08/19/19 12:36:16.376,"290",,
08/19/19 12:36:46.376,"300",,
08/19/19 12:37:16.376,"300",,
08/19/19 12:37:46.376,"310",,
08/19/19 12:38:16.376,"310",,
08/19/19 12:38:46.376,"320",,
08/19/19 12:39:16.376,"320",,
08/19/19 12:39:46.376,"300",,
08/19/19 12:40:16.376,"310",,
08/19/19 12:40:46.376,"310",,
08/19/19 12:41:16.376,"290",,
08/19/19 12:41:46.376,"300",,
08/19/19 12:42:16.376,"310",,
08/19/19 12:42:46.376,"290",,
08/19/19 12:42:46.376,"290",,
08/19/19 12:43:16.376,"240",,
08/19/19 12:43:46.376,"260",,
08/19/19 12:44:16.376,"280",,
08/19/19 12:44:46.376,"290",,
08/19/19 12:45:16.382,"280",,
08/19/19 12:45:46.376,"280",,
08/19/19 12:46:16.376,"260",,
08/19/19 12:46:46.376,"270",,
08/19/19 12:47:16.376,"310",,
08/19/19 12:47:46.376,"330",,
08/19/19 12:48:16.376,"280",,
08/19/19 12:48:46.376,"280",,
08/19/19 12:49:16.376,"270",,
08/19/19 12:49:46.376,"270",,
08/19/19 12:50:16.376,"280",,
08/19/19 12:50:46.376,"310",,
08/19/19 12:51:16.376,"300",,
08/19/19 12:51:46.376,"310",,
08/19/19 12:52:16.376,"320",,
08/19/19 12:52:46.376,"330",,
08/19/19 12:53:16.376,"340",,
08/19/19 12:53:46.376,"350",,
08/19/19 12:54:16.376,"340",,
08/19/19 12:54:46.376,"340",,
08/19/19 12:55:16.376,"350",,
08/19/19 12:55:24.565,"360",,
