location,date,time.real,time.second,time.minute,CO2.ppm
chamber,2019-08-13,12:24:27.800,9870,,21750
chamber,2019-08-13,12:24:57.800,9900,,21740
chamber,2019-08-13,12:25:27.800,9930,,21710
chamber,2019-08-13,12:25:57.805,9960,,21710
chamber,2019-08-13,12:26:27.800,9990,,21710
chamber,2019-08-13,12:26:57.800,10020,,21750
chamber,2019-08-13,12:27:27.800,10050,,21740
chamber,2019-08-13,12:27:57.800,10080,,21700
chamber,2019-08-13,12:28:27.800,10110,,21720
chamber,2019-08-13,12:28:57.800,10140,,21750
chamber,2019-08-13,12:29:27.801,10170,,21720
chamber,2019-08-13,12:29:57.800,10200,,21740
chamber,2019-08-13,12:30:27.800,10230,,21770
chamber,2019-08-13,12:30:57.800,10260,,21780
chamber,2019-08-13,12:31:27.800,10290,,21780
chamber,2019-08-13,12:31:57.801,10320,,21740
chamber,2019-08-13,12:32:27.800,10350,,21760
chamber,2019-08-13,12:32:57.800,10380,,21780
chamber,2019-08-13,12:33:27.800,10410,,21810
chamber,2019-08-13,12:33:57.800,10440,,21800
chamber,2019-08-13,12:34:27.800,10470,,21760
chamber,2019-08-13,12:34:57.800,10500,,21810
chamber,2019-08-13,12:35:27.800,10530,,21790
chamber,2019-08-13,12:35:57.801,10560,,21790
chamber,2019-08-13,12:36:27.800,10590,,21830
chamber,2019-08-13,12:36:57.800,10620,,21790
chamber,2019-08-13,12:37:27.800,10650,,21780
chamber,2019-08-13,12:37:57.800,10680,,21800
chamber,2019-08-13,12:38:27.800,10710,,21850
chamber,2019-08-13,12:38:57.800,10740,,21830
chamber,2019-08-13,12:39:27.800,10770,,21800
chamber,2019-08-13,12:39:57.800,10800,,21790
chamber,2019-08-13,12:40:27.800,10830,,21820
chamber,2019-08-13,12:40:27.800,10860,,21820
chamber,2019-08-13,12:40:57.802,10890,,21870
chamber,2019-08-13,12:41:27.800,10920,,21830
chamber,2019-08-13,12:41:57.800,10950,,21790
chamber,2019-08-13,12:42:27.800,10980,,21830
chamber,2019-08-13,12:42:57.800,11010,,21830
chamber,2019-08-13,12:43:27.803,11040,,21820
chamber,2019-08-13,12:43:57.800,11070,,21850
chamber,2019-08-13,12:44:27.800,11100,,21790
chamber,2019-08-13,12:44:57.800,11130,,21830
chamber,2019-08-13,12:45:27.800,11160,,21800
chamber,2019-08-13,12:45:57.800,11190,,21800
chamber,2019-08-13,12:46:27.804,11220,,21830
chamber,2019-08-13,12:46:57.805,11250,,21810
chamber,2019-08-13,12:47:27.800,11280,,21850
chamber,2019-08-13,12:47:57.800,11310,,21860
chamber,2019-08-13,12:48:27.800,11340,,21850
chamber,2019-08-13,12:48:57.800,11370,,21880
chamber,2019-08-13,12:49:27.800,11400,,21900
chamber,2019-08-13,12:49:57.800,11430,,21870
chamber,2019-08-13,12:50:27.800,11460,,21860
chamber,2019-08-13,12:50:57.800,11490,,21830
chamber,2019-08-13,12:51:27.800,11520,,21840
chamber,2019-08-13,12:51:57.800,11550,,21870
chamber,2019-08-13,12:52:27.809,11580,,21840
chamber,2019-08-13,12:52:57.803,11610,,21840
chamber,2019-08-13,12:53:27.800,11640,,21790
chamber,2019-08-13,12:53:57.800,11670,,21840
chamber,2019-08-13,12:54:27.800,11700,,21850
chamber,2019-08-13,12:54:57.800,11730,,21850
chamber,2019-08-13,12:55:27.800,11760,,21850
chamber,2019-08-13,12:55:57.800,11790,,21900
chamber,2019-08-13,12:56:27.800,11820,,21900
chamber,2019-08-13,12:56:57.800,11850,,21880
chamber,2019-08-13,12:57:27.800,11880,,21840
chamber,2019-08-13,12:57:57.800,11910,,21860
chamber,2019-08-13,12:58:27.801,11940,,21830
chamber,2019-08-13,12:58:57.800,11970,,21840
chamber,2019-08-13,12:59:27.800,12000,,21850
chamber,2019-08-13,12:59:57.800,12030,,21870
chamber,2019-08-13,13:00:27.800,12060,,21860
chamber,2019-08-13,13:00:57.800,12090,,21880
chamber,2019-08-13,13:01:27.801,12120,,21880
chamber,2019-08-13,13:01:57.802,12150,,21880
chamber,2019-08-13,13:02:27.800,12180,,21890
chamber,2019-08-13,13:02:57.800,12210,,21920
chamber,2019-08-13,13:03:27.800,12240,,21900
chamber,2019-08-13,13:03:57.800,12270,,21890
chamber,2019-08-13,13:04:27.800,12300,,21890
chamber,2019-08-13,13:04:57.800,12330,,21920
chamber,2019-08-13,13:05:27.800,12360,,21910
chamber,2019-08-13,13:05:57.800,12390,,21920
chamber,2019-08-13,13:05:57.800,12420,,21920
chamber,2019-08-13,13:06:27.800,12450,,21930
chamber,2019-08-13,13:06:57.800,12480,,21950
chamber,2019-08-13,13:07:27.804,12510,,21970
chamber,2019-08-13,13:07:57.800,12540,,21960
chamber,2019-08-13,13:08:27.800,12570,,21960
chamber,2019-08-13,13:08:57.800,12600,,21970
chamber,2019-08-13,13:09:27.800,12630,,21940
chamber,2019-08-13,13:09:57.800,12660,,21960
chamber,2019-08-13,13:10:27.800,12690,,21980
chamber,2019-08-13,13:10:57.800,12720,,22000
chamber,2019-08-13,13:11:27.800,12750,,21970
chamber,2019-08-13,13:11:57.800,12780,,21950
chamber,2019-08-13,13:12:27.800,12810,,21970
chamber,2019-08-13,13:12:57.800,12840,,21940
chamber,2019-08-13,13:13:27.806,12870,,21960
chamber,2019-08-13,13:13:57.800,12900,,21940
chamber,2019-08-13,13:14:27.800,12930,,21940
chamber,2019-08-13,13:14:57.800,12960,,21970
chamber,2019-08-13,13:15:27.800,12990,,21890
chamber,2019-08-13,13:15:57.800,13020,,21940
chamber,2019-08-13,13:16:27.800,13050,,21970
chamber,2019-08-13,13:16:57.800,13080,,21940
chamber,2019-08-13,13:17:27.801,13110,,21910
chamber,2019-08-13,13:17:57.800,13140,,21900
chamber,2019-08-13,13:18:27.800,13170,,21900
chamber,2019-08-13,13:18:57.800,13200,,21920
chamber,2019-08-13,13:19:27.800,13230,,21900
chamber,2019-08-13,13:19:57.800,13260,,21930
chamber,2019-08-13,13:20:27.800,13290,,21940
chamber,2019-08-13,13:20:57.800,13320,,21950
chamber,2019-08-13,13:21:27.800,13350,,21960
chamber,2019-08-13,13:21:57.802,13380,,21970
chamber,2019-08-13,13:22:27.802,13410,,22000
chamber,2019-08-13,13:22:57.800,13440,,22030
chamber,2019-08-13,13:23:27.801,13470,,22070
chamber,2019-08-13,13:23:57.800,13500,,21980
chamber,2019-08-13,13:24:27.800,13530,,21980
chamber,2019-08-13,13:24:57.804,13560,,22000
chamber,2019-08-13,13:25:27.800,13590,,22000
chamber,2019-08-13,13:25:57.800,13620,,22020
chamber,2019-08-13,13:26:27.800,13650,,21970
chamber,2019-08-13,13:26:57.800,13680,,21970
chamber,2019-08-13,13:27:27.800,13710,,21930
chamber,2019-08-13,13:27:57.805,13740,,21960
chamber,2019-08-13,13:28:27.803,13770,,21940
chamber,2019-08-13,13:28:57.800,13800,,21950
chamber,2019-08-13,13:29:27.801,13830,,21970
chamber,2019-08-13,13:29:57.800,13860,,21990
chamber,2019-08-13,13:30:27.800,13890,,21970
chamber,2019-08-13,13:30:57.800,13920,,21990
chamber,2019-08-13,13:31:27.801,13950,,21940
chamber,2019-08-13,13:31:27.801,13980,,21940
chamber,2019-08-13,13:31:57.800,14010,,21970
chamber,2019-08-13,13:32:27.800,14040,,22010
chamber,2019-08-13,13:32:57.800,14070,,22000
chamber,2019-08-13,13:33:27.800,14100,,21940
chamber,2019-08-13,13:33:57.808,14130,,21910
chamber,2019-08-13,13:34:27.801,14160,,21860
chamber,2019-08-13,13:34:57.800,14190,,21910
chamber,2019-08-13,13:35:27.800,14220,,22000
chamber,2019-08-13,13:35:57.800,14250,,22000
chamber,2019-08-13,13:36:27.800,14280,,21990
chamber,2019-08-13,13:36:57.800,14310,,21950
chamber,2019-08-13,13:37:27.800,14340,,21950
chamber,2019-08-13,13:37:57.800,14370,,21950
chamber,2019-08-13,13:38:27.800,14400,,21940
chamber,2019-08-13,13:38:57.800,14430,,21970
chamber,2019-08-13,13:39:27.800,14460,,22010
chamber,2019-08-13,13:39:57.802,14490,,22010
chamber,2019-08-13,13:40:27.800,14520,,22050
chamber,2019-08-13,13:40:57.800,14550,,22040
chamber,2019-08-13,13:41:27.800,14580,,22040
chamber,2019-08-13,13:41:57.800,14610,,22080
chamber,2019-08-13,13:42:27.800,14640,,22040
chamber,2019-08-13,13:42:57.802,14670,,22050
chamber,2019-08-13,13:43:27.800,14700,,22070
chamber,2019-08-13,13:43:57.800,14730,,22020
chamber,2019-08-13,13:44:27.800,14760,,22050
chamber,2019-08-13,13:44:57.800,14790,,22070
chamber,2019-08-13,13:45:27.800,14820,,22060
chamber,2019-08-13,13:45:57.802,14850,,22050
chamber,2019-08-13,13:46:27.800,14880,,22040
chamber,2019-08-13,13:46:57.800,14910,,22050
chamber,2019-08-13,13:47:27.800,14940,,22080
chamber,2019-08-13,13:47:57.800,14970,,22090
chamber,2019-08-13,13:48:27.800,15000,,22090
chamber,2019-08-13,13:48:57.806,15030,,22160
chamber,2019-08-13,13:49:27.800,15060,,22160
chamber,2019-08-13,13:49:57.800,15090,,22170
chamber,2019-08-13,13:50:27.800,15120,,22160
chamber,2019-08-13,13:50:57.800,15150,,22160
chamber,2019-08-13,13:51:27.800,15180,,22190
chamber,2019-08-13,13:51:57.800,15210,,22190
chamber,2019-08-13,13:52:27.800,15240,,22160
chamber,2019-08-13,13:52:57.800,15270,,22100
chamber,2019-08-13,13:53:27.800,15300,,22120
chamber,2019-08-13,13:53:57.800,15330,,22080
chamber,2019-08-13,13:54:27.800,15360,,22090
chamber,2019-08-13,13:54:57.804,15390,,22120
chamber,2019-08-13,13:55:27.800,15420,,22060
chamber,2019-08-13,13:55:57.801,15450,,22070
chamber,2019-08-13,13:56:27.800,15480,,22110
chamber,2019-08-13,13:56:57.800,15510,,22120
chamber,2019-08-13,14:27:04.834,17340,,22170
chamber,2019-08-13,14:27:34.829,17370,,22220
chamber,2019-08-13,14:28:04.827,17400,,22160
chamber,2019-08-13,14:28:34.827,17430,,22110
chamber,2019-08-13,14:29:04.827,17460,,22170
chamber,2019-08-13,14:29:34.827,17490,,22160
chamber,2019-08-13,14:30:04.834,17520,,22140
chamber,2019-08-13,14:30:34.829,17550,,22120
chamber,2019-08-13,14:31:04.827,17580,,22140
chamber,2019-08-13,14:31:34.827,17610,,22180
chamber,2019-08-13,14:32:04.827,17640,,22160
chamber,2019-08-13,14:32:34.827,17670,,22150
chamber,2019-08-13,14:33:04.832,17700,,22130
chamber,2019-08-13,14:33:34.828,17730,,22120
chamber,2019-08-13,14:34:04.827,17760,,22150
chamber,2019-08-13,14:34:34.827,17790,,22180
chamber,2019-08-13,14:35:04.827,17820,,22150
chamber,2019-08-13,14:35:34.827,17850,,22120
chamber,2019-08-13,14:36:04.827,17880,,22120
chamber,2019-08-13,14:36:34.827,17910,,22150
chamber,2019-08-13,14:37:04.827,17940,,22200
chamber,2019-08-13,14:37:34.827,17970,,22240
chamber,2019-08-13,14:38:04.827,18000,,22210
chamber,2019-08-13,14:38:34.834,18030,,22180
chamber,2019-08-13,14:39:04.832,18060,,22140
chamber,2019-08-13,14:39:34.827,18090,,22160
chamber,2019-08-13,14:40:04.827,18120,,22170
chamber,2019-08-13,14:40:34.827,18150,,22180
chamber,2019-08-13,14:41:04.827,18180,,22200
chamber,2019-08-13,14:41:34.833,18210,,22210
chamber,2019-08-13,14:42:04.827,18240,,22220
chamber,2019-08-13,14:42:34.827,18270,,22230
chamber,2019-08-13,14:43:04.827,18300,,22180
chamber,2019-08-13,14:43:34.827,18330,,22180
chamber,2019-08-13,14:44:04.827,18360,,22180
chamber,2019-08-13,14:44:34.828,18390,,22180
chamber,2019-08-13,14:45:04.827,18420,,22230
chamber,2019-08-13,14:45:34.828,18450,,22220
chamber,2019-08-13,14:46:04.827,18480,,22180
chamber,2019-08-13,14:46:34.827,18510,,22160
chamber,2019-08-13,14:47:04.828,18540,,22180
chamber,2019-08-13,14:47:34.827,18570,,22150
chamber,2019-08-13,14:48:04.827,18600,,22140
chamber,2019-08-13,14:48:34.827,18630,,22150
chamber,2019-08-13,14:49:04.827,18660,,22180
chamber,2019-08-13,14:49:34.827,18690,,22190
chamber,2019-08-13,14:50:04.828,18720,,22210
chamber,2019-08-13,14:50:34.827,18750,,22180
chamber,2019-08-13,14:51:04.827,18780,,22270
chamber,2019-08-13,14:51:34.827,18810,,22240
chamber,2019-08-13,14:51:34.827,18840,,22240
chamber,2019-08-13,14:52:04.827,18870,,22240
chamber,2019-08-13,14:52:34.827,18900,,22250
chamber,2019-08-13,14:53:04.833,18930,,22260
chamber,2019-08-13,14:53:34.832,18960,,22200
chamber,2019-08-13,14:54:04.827,18990,,22200
chamber,2019-08-13,14:54:34.827,19020,,22220
chamber,2019-08-13,14:55:04.827,19050,,22190
chamber,2019-08-13,14:55:34.827,19080,,22170
chamber,2019-08-13,14:56:04.827,19110,,22210
chamber,2019-08-13,14:56:34.827,19140,,22190
chamber,2019-08-13,14:57:04.827,19170,,22210
chamber,2019-08-13,14:57:34.827,19200,,22190
chamber,2019-08-13,14:58:04.827,19230,,22220
chamber,2019-08-13,14:58:34.827,19260,,22250
chamber,2019-08-13,14:59:04.827,19290,,22270
chamber,2019-08-13,14:59:34.827,19320,,22250
chamber,2019-08-13,15:00:04.827,19350,,22260
chamber,2019-08-13,15:00:34.827,19380,,22240
chamber,2019-08-13,15:01:04.827,19410,,22250
chamber,2019-08-13,15:01:34.827,19440,,22230
chamber,2019-08-13,15:02:04.827,19470,,22210
chamber,2019-08-13,15:02:34.827,19500,,22200
chamber,2019-08-13,15:03:04.827,19530,,22250
chamber,2019-08-13,15:03:34.827,19560,,22260
chamber,2019-08-13,15:04:04.827,19590,,22240
chamber,2019-08-13,15:04:34.827,19620,,22270
chamber,2019-08-13,15:05:04.828,19650,,22270
chamber,2019-08-13,15:05:34.827,19680,,22330
chamber,2019-08-13,15:06:04.827,19710,,22310
chamber,2019-08-13,15:06:34.827,19740,,22330
chamber,2019-08-13,15:07:04.827,19770,,22350
chamber,2019-08-13,15:07:34.829,19800,,22320
chamber,2019-08-13,15:08:04.832,19830,,22320
chamber,2019-08-13,15:08:34.827,19860,,22320
chamber,2019-08-13,15:09:04.827,19890,,22300
chamber,2019-08-13,15:09:34.827,19920,,22220
chamber,2019-08-13,15:10:04.827,19950,,22210
chamber,2019-08-13,15:10:34.830,19980,,22180
chamber,2019-08-13,15:11:04.827,20010,,22180
chamber,2019-08-13,15:11:34.827,20040,,22180
chamber,2019-08-13,15:12:04.827,20070,,22170
chamber,2019-08-13,15:12:34.827,20100,,22180
chamber,2019-08-13,15:13:04.827,20130,,22210
chamber,2019-08-13,15:13:34.832,20160,,22210
chamber,2019-08-13,15:14:04.829,20190,,22230
chamber,2019-08-13,15:14:34.827,20220,,22220
chamber,2019-08-13,15:15:04.827,20250,,22200
chamber,2019-08-13,15:15:34.827,20280,,22180
chamber,2019-08-13,15:16:04.827,20310,,22180
chamber,2019-08-13,15:16:34.827,20340,,22180
chamber,2019-08-13,15:17:04.827,20370,,22130
chamber,2019-08-13,15:17:04.827,20400,,22130
chamber,2019-08-13,15:17:34.827,20430,,22350
chamber,2019-08-13,15:18:04.827,20460,,22420
chamber,2019-08-13,15:18:34.827,20490,,22280
chamber,2019-08-13,15:19:04.827,20520,,22200
chamber,2019-08-13,15:19:34.834,20550,,22180
chamber,2019-08-13,15:20:04.827,20580,,22120
chamber,2019-08-13,15:20:34.827,20610,,22220
chamber,2019-08-13,15:21:04.827,20640,,22180
chamber,2019-08-13,15:21:34.827,20670,,22250
chamber,2019-08-13,15:22:04.828,20700,,22230
chamber,2019-08-13,15:22:34.827,20730,,22200
chamber,2019-08-13,15:23:04.827,20760,,22190
chamber,2019-08-13,15:23:34.827,20790,,22220
chamber,2019-08-13,15:24:04.827,20820,,22280
chamber,2019-08-13,15:24:34.827,20850,,22250
chamber,2019-08-13,15:25:04.828,20880,,22320
chamber,2019-08-13,15:25:34.827,20910,,22350
chamber,2019-08-13,15:26:04.827,20940,,22310
chamber,2019-08-13,15:26:34.827,20970,,22280
chamber,2019-08-13,15:27:04.827,21000,,22250
chamber,2019-08-13,15:27:34.827,21030,,22290
chamber,2019-08-13,15:28:04.832,21060,,22280
chamber,2019-08-13,15:28:34.827,21090,,22260
chamber,2019-08-13,15:29:04.827,21120,,22230
chamber,2019-08-13,15:29:34.827,21150,,22250
chamber,2019-08-13,15:30:04.827,21180,,22260
chamber,2019-08-13,15:30:34.827,21210,,22330
chamber,2019-08-13,15:31:04.827,21240,,22290
chamber,2019-08-13,15:31:34.827,21270,,22340
chamber,2019-08-13,15:32:04.827,21300,,22360
chamber,2019-08-13,15:32:34.827,21330,,22360
chamber,2019-08-13,15:33:04.827,21360,,22350
chamber,2019-08-13,15:33:34.833,21390,,22350
chamber,2019-08-13,15:34:04.827,21420,,22350
chamber,2019-08-13,15:34:34.827,21450,,22350
chamber,2019-08-13,15:35:04.827,21480,,22290
chamber,2019-08-13,15:35:34.827,21510,,22350
chamber,2019-08-13,15:36:04.827,21540,,22340
chamber,2019-08-13,15:36:34.827,21570,,22310
chamber,2019-08-13,15:37:04.827,21600,,22330
chamber,2019-08-13,15:37:34.827,21630,,22330
chamber,2019-08-13,15:38:04.827,21660,,22320
chamber,2019-08-13,15:38:34.827,21690,,22300
chamber,2019-08-13,15:39:04.827,21720,,22310
chamber,2019-08-13,15:39:34.827,21750,,22350
chamber,2019-08-13,15:40:04.827,21780,,22400
chamber,2019-08-13,15:40:34.827,21810,,22400
chamber,2019-08-13,15:41:04.827,21840,,22390
chamber,2019-08-13,15:41:34.827,21870,,22350
chamber,2019-08-13,15:42:04.831,21900,,22280
chamber,2019-08-13,15:42:34.830,21930,,22280
chamber,2019-08-13,15:42:34.830,21960,,22280
chamber,2019-08-13,15:43:04.827,21990,,22360
chamber,2019-08-13,15:43:34.827,22020,,22290
chamber,2019-08-13,15:44:04.827,22050,,22320
chamber,2019-08-13,15:44:34.827,22080,,22290
chamber,2019-08-13,15:45:04.829,22110,,22310
chamber,2019-08-13,15:45:34.828,22140,,22260
chamber,2019-08-13,15:46:04.827,22170,,22230
chamber,2019-08-13,15:46:34.827,22200,,22240
chamber,2019-08-13,15:47:04.827,22230,,22290
chamber,2019-08-13,15:47:34.827,22260,,22450
chamber,2019-08-13,15:48:04.832,22290,,22370
chamber,2019-08-13,15:48:34.833,22320,,22280
chamber,2019-08-13,15:49:04.827,22350,,22300
chamber,2019-08-13,15:49:34.829,22380,,22300
chamber,2019-08-13,15:50:04.827,22410,,22280
chamber,2019-08-13,15:50:34.827,22440,,22290
chamber,2019-08-13,15:51:04.827,22470,,22410
chamber,2019-08-13,15:51:34.827,22500,,22280
chamber,2019-08-13,15:52:04.827,22530,,22310
chamber,2019-08-13,15:52:34.827,22560,,22330
chamber,2019-08-13,15:53:04.827,22590,,22320
chamber,2019-08-13,15:53:34.827,22620,,22350
chamber,2019-08-13,15:54:04.834,22650,,22320
chamber,2019-08-13,15:54:34.833,22680,,22300
chamber,2019-08-13,15:55:04.827,22710,,22300
chamber,2019-08-13,15:55:34.828,22740,,22290
chamber,2019-08-13,15:56:04.827,22770,,22320
chamber,2019-08-13,15:56:34.827,22800,,22330
chamber,2019-08-13,15:57:04.827,22830,,22320
chamber,2019-08-13,15:57:34.827,22860,,22340
chamber,2019-08-13,15:58:04.827,22890,,22350
chamber,2019-08-13,15:58:34.827,22920,,22380
chamber,2019-08-13,15:59:04.827,22950,,22350
chamber,2019-08-13,15:59:34.827,22980,,22370
chamber,2019-08-13,16:00:04.827,23010,,22390
chamber,2019-08-13,16:00:34.827,23040,,22330
chamber,2019-08-13,16:01:04.827,23070,,22340
chamber,2019-08-13,16:01:34.827,23100,,22400
chamber,2019-08-13,16:02:04.827,23130,,22430
chamber,2019-08-13,16:02:34.827,23160,,22390
chamber,2019-08-13,16:03:04.831,23190,,22360
chamber,2019-08-13,16:03:34.827,23220,,22350
chamber,2019-08-13,16:04:04.827,23250,,22360
chamber,2019-08-13,16:04:34.827,23280,,22350
chamber,2019-08-13,16:05:04.827,23310,,22350
chamber,2019-08-13,16:05:34.827,23340,,22330
chamber,2019-08-13,16:06:04.830,23370,,22350
chamber,2019-08-13,16:06:34.827,23400,,22350
chamber,2019-08-13,16:07:04.827,23430,,22330
chamber,2019-08-13,16:07:34.827,23460,,22350
chamber,2019-08-13,16:08:04.827,23490,,22330
chamber,2019-08-13,16:08:04.827,23520,,22330
chamber,2019-08-13,16:08:34.833,23550,,22310
chamber,2019-08-13,16:09:04.832,23580,,22330
chamber,2019-08-13,16:09:34.827,23610,,22360
chamber,2019-08-13,16:10:04.828,23640,,22360
chamber,2019-08-13,16:10:34.827,23670,,22390
chamber,2019-08-13,16:11:04.827,23700,,22400
chamber,2019-08-13,16:11:34.827,23730,,22360
chamber,2019-08-13,16:12:04.827,23760,,22350
chamber,2019-08-13,16:12:34.827,23790,,22390
chamber,2019-08-13,16:13:04.827,23820,,22380
chamber,2019-08-13,16:13:34.827,23850,,22410
chamber,2019-08-13,16:14:04.827,23880,,22430
chamber,2019-08-13,16:14:34.834,23910,,22430
chamber,2019-08-13,16:15:04.831,23940,,22420
chamber,2019-08-13,16:15:34.827,23970,,22400
chamber,2019-08-13,16:16:04.827,24000,,22420
chamber,2019-08-13,16:16:34.827,24030,,22410
chamber,2019-08-13,16:17:04.827,24060,,22420
chamber,2019-08-13,16:17:34.827,24090,,22360
chamber,2019-08-13,16:18:04.827,24120,,22280
chamber,2019-08-13,16:18:34.827,24150,,22330
chamber,2019-08-13,16:19:04.827,24180,,22280
chamber,2019-08-13,16:19:34.827,24210,,22370
chamber,2019-08-13,16:20:04.827,24240,,22400
chamber,2019-08-13,16:20:34.827,24270,,22370
chamber,2019-08-13,16:21:04.827,24300,,22350
chamber,2019-08-13,16:21:34.827,24330,,22350
chamber,2019-08-13,16:22:04.827,24360,,22380
chamber,2019-08-13,16:22:34.827,24390,,22430
chamber,2019-08-13,16:23:04.827,24420,,22450
chamber,2019-08-13,16:23:34.830,24450,,22380
chamber,2019-08-13,16:24:04.831,24480,,22410
chamber,2019-08-13,16:24:34.827,24510,,22410
chamber,2019-08-13,16:25:04.827,24540,,22390
chamber,2019-08-13,16:25:34.827,24570,,22360
chamber,2019-08-13,16:26:04.827,24600,,22350
chamber,2019-08-13,16:26:34.827,24630,,22400
chamber,2019-08-13,16:27:04.828,24660,,22430
chamber,2019-08-13,16:27:34.827,24690,,22470
chamber,2019-08-13,16:28:04.827,24720,,22410
chamber,2019-08-13,16:28:34.827,24750,,22420
chamber,2019-08-13,16:29:04.827,24780,,22420
chamber,2019-08-13,16:29:34.831,24810,,22410
chamber,2019-08-13,16:30:04.831,24840,,22410
chamber,2019-08-13,16:30:34.827,24870,,22430
chamber,2019-08-13,16:31:04.827,24900,,22420
chamber,2019-08-13,16:31:34.827,24930,,22400
chamber,2019-08-13,16:32:04.827,24960,,22330
chamber,2019-08-13,16:32:34.827,24990,,22350
chamber,2019-08-13,16:33:04.827,25020,,22320
chamber,2019-08-13,16:33:34.827,25050,,22290
chamber,2019-08-13,16:33:34.827,25080,,22290
chamber,2019-08-13,16:34:04.827,25110,,22320
chamber,2019-08-13,16:34:34.827,25140,,22390
chamber,2019-08-13,16:35:04.827,25170,,22400
chamber,2019-08-13,16:35:34.834,25200,,22390
chamber,2019-08-13,16:36:04.827,25230,,22410
chamber,2019-08-13,16:36:34.827,25260,,22400
chamber,2019-08-13,16:37:04.827,25290,,22380
chamber,2019-08-13,16:37:34.827,25320,,22380
chamber,2019-08-13,16:38:04.827,25350,,22350
chamber,2019-08-13,16:38:34.827,25380,,22360
chamber,2019-08-13,16:39:04.829,25410,,22350
chamber,2019-08-13,16:39:34.827,25440,,22360
chamber,2019-08-13,16:40:04.827,25470,,22390
chamber,2019-08-13,16:40:34.827,25500,,22380
chamber,2019-08-13,16:41:04.827,25530,,22400
chamber,2019-08-13,16:41:34.827,25560,,22420
chamber,2019-08-13,16:42:04.829,25590,,22450
chamber,2019-08-13,16:42:34.827,25620,,22430
chamber,2019-08-13,16:43:04.828,25650,,22430
chamber,2019-08-13,16:43:34.827,25680,,22480
chamber,2019-08-13,16:44:04.827,25710,,22500
chamber,2019-08-13,16:44:34.830,25740,,22490
chamber,2019-08-13,16:45:04.830,25770,,22510
chamber,2019-08-13,16:45:34.827,25800,,22540
chamber,2019-08-13,16:46:04.827,25830,,22530
chamber,2019-08-13,16:46:34.827,25860,,22500
chamber,2019-08-13,16:47:04.827,25890,,22460
chamber,2019-08-13,16:47:34.829,25920,,22450
chamber,2019-08-13,16:48:04.828,25950,,22450
chamber,2019-08-13,16:48:34.827,25980,,22460
chamber,2019-08-13,16:49:04.827,26010,,22420
chamber,2019-08-13,16:49:34.827,26040,,22430
chamber,2019-08-13,16:50:04.827,26070,,22450
chamber,2019-08-13,16:50:34.831,26100,,22410
chamber,2019-08-13,16:51:04.833,26130,,22450
chamber,2019-08-13,16:51:34.827,26160,,22460
chamber,2019-08-13,16:52:04.829,26190,,22450
chamber,2019-08-13,16:52:34.827,26220,,22430
chamber,2019-08-13,16:53:04.827,26250,,22400
chamber,2019-08-13,16:53:34.827,26280,,22380
chamber,2019-08-13,16:54:04.827,26310,,22410
chamber,2019-08-13,16:54:34.827,26340,,22430
chamber,2019-08-13,16:55:04.827,26370,,22470
chamber,2019-08-13,16:55:34.827,26400,,22420
chamber,2019-08-13,16:56:04.827,26430,,22430
chamber,2019-08-13,16:56:34.833,26460,,22430
chamber,2019-08-13,16:57:04.831,26490,,22430
chamber,2019-08-13,16:57:34.827,26520,,22370
chamber,2019-08-13,16:58:04.827,26550,,22340
chamber,2019-08-13,16:58:34.827,26580,,22420
chamber,2019-08-13,16:59:04.827,26610,,22330
chamber,2019-08-13,16:59:04.827,26640,,22330
chamber,2019-08-13,16:59:34.827,26670,,22350
chamber,2019-08-13,17:00:04.827,26700,,22350
chamber,2019-08-13,17:00:34.827,26730,,22390
chamber,2019-08-13,17:01:04.827,26760,,22390
chamber,2019-08-13,17:01:34.827,26790,,22360
chamber,2019-08-13,17:02:04.827,26820,,22420
chamber,2019-08-13,17:02:34.827,26850,,22450
chamber,2019-08-13,17:03:04.827,26880,,22490
chamber,2019-08-13,17:03:34.827,26910,,22430
chamber,2019-08-13,17:04:04.827,26940,,22430
chamber,2019-08-13,17:04:34.827,26970,,22450
chamber,2019-08-13,17:05:04.827,27000,,22450
chamber,2019-08-13,17:05:34.830,27030,,22400
chamber,2019-08-13,17:06:04.827,27060,,22380
chamber,2019-08-13,17:06:34.827,27090,,22350
chamber,2019-08-13,17:07:04.827,27120,,22410
chamber,2019-08-13,17:07:34.827,27150,,22390
chamber,2019-08-13,17:08:04.827,27180,,22360
chamber,2019-08-13,17:08:34.828,27210,,22350
chamber,2019-08-13,17:09:04.827,27240,,22420
chamber,2019-08-13,17:09:34.827,27270,,22410
chamber,2019-08-13,17:10:04.827,27300,,22430
chamber,2019-08-13,17:10:34.827,27330,,22350
chamber,2019-08-13,17:11:04.832,27360,,22360
chamber,2019-08-13,17:11:34.827,27390,,22460
chamber,2019-08-13,17:12:04.827,27420,,22460
chamber,2019-08-13,17:12:34.827,27450,,22380
chamber,2019-08-13,17:13:04.827,27480,,22380
chamber,2019-08-13,17:13:34.827,27510,,22360
chamber,2019-08-13,17:14:04.827,27540,,22370
chamber,2019-08-13,17:14:34.827,27570,,22380
chamber,2019-08-13,17:15:04.827,27600,,22390
chamber,2019-08-13,17:15:34.827,27630,,22420
chamber,2019-08-13,17:16:04.827,27660,,22400
chamber,2019-08-13,17:16:34.827,27690,,22390
chamber,2019-08-13,17:17:04.827,27720,,22380
chamber,2019-08-13,17:17:34.827,27750,,22410
